MotID;Heiti;Stadur;Upphafsdagur;Lokadagur;LidID;EinstID;Lysing;Timastimpill;ByrjaTimi;EndaTimi;MinuturALeik;Stigaregla;Stada;MaxHrinur;TwitterTag
109;32. Öldungamót BLÍ;Garðabær;2007-04-28 00:00:00.000;2007-04-30 00:00:00.000;1954;1024;;2007-01-24 08:47:02.420;1899-12-30 08:00:00.000;1899-12-30 21:30:00.000;50;"BLÍ       ";G;3;NULL
110;Kjörísmót Hamars 2007;Iða Selfossi;2007-04-14 00:00:00.000;2007-04-14 00:00:00.000;138;179;;2007-01-28 21:46:45.170;1899-12-30 08:30:00.000;1899-12-30 23:00:00.000;35;"BLÍ       ";L;2;NULL
111;Landsmót UMFI 2007;Digranes;2007-07-06 00:00:00.000;2007-07-08 00:00:00.000;110;157;Keppni Héraðssambanda og Íþróttabandalaga innan UMFI;2007-06-13 22:07:28.860;1899-12-30 09:00:00.000;1899-12-30 23:00:00.000;45;"BLÍ       ";L;3;NULL
112;Haustmót BLÍ 2007;Hvolsvöllur;2007-09-29 00:00:00.000;2007-09-29 00:00:00.000;1204;889;;2007-09-12 22:31:52.077;1899-12-30 09:00:00.000;1899-12-30 19:00:00.000;40;"BLÍ       ";L;3;NULL
113;Stjörnumót 2007;Ásgarður;2007-10-13 00:00:00.000;2007-10-13 00:00:00.000;1954;1101;;2007-09-17 09:32:39.873;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;30;"BLÍ       ";G;2;NULL
114;Haustmót KA 2007;KA heimilið;2007-11-23 00:00:00.000;2007-11-24 00:00:00.000;144;15;;2007-10-01 13:47:27.373;1899-12-30 08:20:00.000;1899-12-30 23:40:00.000;40;"BLÍ       ";L;2;NULL
115;Kaupþingsmót Snæfells;Stykkishólmur;2007-11-10 00:00:00.000;2007-11-10 00:00:00.000;22;304;Kaupþingsmót Snæfells;2007-10-15 14:02:40.123;1899-12-30 09:00:00.000;1899-12-30 16:00:00.000;45;"BLÍ       ";L;2;NULL
116;Bresamót 2008;Íþróttahúsið Vesturgötu;2008-03-01 00:00:00.000;2008-03-01 00:00:00.000;148;590;Skvísumót Bresa;2007-10-16 20:48:22.247;1899-12-30 09:00:00.000;1899-12-30 23:00:00.000;40;"BLÍ       ";L;2;NULL
117;Piparkökumót Fylkis 2007;Fylkishöll;2007-12-09 00:00:00.000;2007-12-09 00:00:00.000;1830;1219;;2007-11-03 00:17:02.873;1899-12-30 09:00:00.000;1899-12-30 23:00:00.000;40;"BLÍ       ";U;2;NULL
118;Eikarmótið 2008;;2008-01-26 00:00:00.000;2008-01-26 00:00:00.000;151;306;;2007-11-15 08:38:26.437;1899-12-30 08:00:00.000;1899-12-30 15:00:00.000;35;"BLÍ       ";L;3;NULL
119;HK-Trimm 2008;Digranes;2008-01-12 00:00:00.000;2008-01-13 00:00:00.000;110;157;Fjölliða trimmót  opið öllum.;2007-11-15 21:18:15.827;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;40;"BLÍ       ";L;3;NULL
121;33. Öldungamót BLÍ;Ísafjörður;2008-05-01 00:00:00.000;2008-05-03 00:00:00.000;55;354;;2007-12-03 09:07:25.873;1899-12-30 08:00:00.000;1899-12-30 00:00:00.000;45;"BLÍ       ";G;3;NULL
122;Nýársmót Völsungs 2008;Húsavík;2008-01-12 00:00:00.000;2008-01-12 00:00:00.000;75;869;;2007-12-05 22:21:31.843;1899-12-30 09:00:00.000;1899-12-30 15:45:00.000;45;"BLÍ       ";L;2;NULL
123;Siglómótið 2008;Siglufjörður;2008-02-23 00:00:00.000;2008-02-23 00:00:00.000;91;1053;;2008-01-03 16:55:46.107;1899-12-30 11:00:00.000;1899-12-30 17:00:00.000;30;"BLÍ       ";L;2;NULL
124;BESTA-blakmót Fylkis 2008;Fylkishöll;2008-04-05 00:00:00.000;2008-04-05 00:00:00.000;1830;1219;;2008-01-20 21:17:24.497;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;40;"BLÍ       ";G;2;NULL
125;Kjörísmót Hamars 2008;Iða Selfossi;2008-04-12 00:00:00.000;2008-04-12 00:00:00.000;138;179;;2008-01-23 09:34:24.030;1899-12-30 08:30:00.000;1899-12-30 23:00:00.000;40;"BLÍ       ";L;3;NULL
126;test;;2008-01-01 00:00:00.000;2008-01-02 00:00:00.000;1741;1677;;2008-08-30 13:25:25.717;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;45;"NEVZA     ";L;3;NULL
127;NEVZA U19 Championship 2008;Ísland - Akureyri;2008-09-05 00:00:00.000;2008-09-07 00:00:00.000;1008;678;Championship for under 19 years old youngsters,  men and women.;2008-08-30 13:35:01.687;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;30;"NEVZA     ";G;5;NULL
128;Reykjavík International Golden Games;Iceland - Reykjavík;2008-11-15 00:00:00.000;2008-11-15 00:00:00.000;1801;1022;Frestað;2008-09-02 22:17:10.293;1899-12-30 08:00:00.000;1899-12-30 18:00:00.000;45;"BLÍ       ";L;2;NULL
129;Haustmót KA 2008;Akureyri;2008-11-21 00:00:00.000;2008-11-22 00:00:00.000;144;15;;2008-09-11 17:24:49.153;1899-12-30 07:00:00.000;1899-12-30 23:40:00.000;40;"BLÍ       ";L;3;NULL
130;Eikarmót 2008;Íþróttahöllin Akureyri;2008-10-18 00:00:00.000;2008-10-18 00:00:00.000;151;2070;;2008-09-17 09:40:28.200;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;40;"BLÍ       ";L;3;NULL
131;Haustmót BLÍ 2008;Austurberg;2008-09-28 00:00:00.000;2008-09-28 00:00:00.000;139;1022;;2008-09-17 22:12:04.077;1899-12-30 09:00:00.000;1899-12-30 17:10:00.000;35;"BLÍ       ";G;3;NULL
132;Stjörnumót 2008;;2008-11-09 00:00:00.000;2008-11-09 00:00:00.000;1954;1101;;2008-09-22 09:12:52.560;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;30;"BLÍ       ";L;2;NULL
133;Afmælismót Aftureldingar 2009;;2009-01-31 00:00:00.000;2009-01-31 00:00:00.000;1176;265;;2008-09-30 21:55:27.623;1899-12-30 08:00:00.000;1899-12-30 18:00:00.000;15;"BLÍ       ";L;2;NULL
134;Piparkökumót Fylkis 2008;;2008-11-29 00:00:00.000;2008-11-29 00:00:00.000;1830;1219;;2008-09-30 21:59:17.327;1899-12-30 09:00:00.000;1899-12-30 23:00:00.000;40;"BLÍ       ";L;2;NULL
135;Siglómótið 2009;Siglufjörður;2009-02-28 00:00:00.000;2009-02-28 00:00:00.000;91;796;;2008-10-30 15:51:43.403;1899-12-30 09:00:00.000;1899-12-30 16:45:00.000;30;"BLÍ       ";G;3;NULL
136;Nýársmót Völsungs 2009;Húsavík;2009-01-10 00:00:00.000;2009-01-10 00:00:00.000;75;869;;2008-11-10 20:20:56.403;1899-12-30 09:00:00.000;1899-12-30 18:20:00.000;40;"BLÍ       ";L;2;NULL
137;HK Trimm 2009;Digranes;2009-01-10 00:00:00.000;2009-01-11 00:00:00.000;3262;1715;;2008-11-20 09:21:51.483;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;45;"BLÍ       ";L;2;NULL
138;34. Öldungamót BLÍ;Seyðisfjörður/Egilsstaðir;2009-04-30 00:00:00.000;2009-05-02 00:00:00.000;170;281;Öldungamót;2009-01-09 13:13:15.310;1899-12-30 08:00:00.000;1899-12-30 23:45:00.000;45;"BLÍ       ";L;3;NULL
139;Bresamót 2009;Akranes;2009-03-07 00:00:00.000;2009-03-07 00:00:00.000;148;590;Hraðmót;2009-01-12 09:15:49.373;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;30;"BLÍ       ";L;2;NULL
140;Þorramót Eikar 2009;Akureyri;2009-02-07 00:00:00.000;2009-02-07 00:00:00.000;151;2070;;2009-01-16 22:25:57.750;1899-12-30 09:00:00.000;1899-12-30 23:00:00.000;40;"BLÍ       ";G;3;NULL
141;Kjörísmót Hamars 2009;Hveragerði;2009-04-04 00:00:00.000;2009-04-04 00:00:00.000;138;179;;2009-01-21 11:07:29.217;1899-12-30 08:30:00.000;1899-12-30 23:00:00.000;40;"BLÍ       ";U;2;NULL
142;BESTA-blakmót Fylkis 2009;Fylkishöll;2009-04-18 00:00:00.000;2009-04-18 00:00:00.000;1830;1219;;2009-01-26 10:28:44.013;1899-12-30 08:30:00.000;1899-12-30 23:00:00.000;35;"BLÍ       ";L;2;NULL
143;Framhaldsskólamót 2009;Smárinn í Kópavogi;2009-04-03 00:00:00.000;2009-04-04 00:00:00.000;1329;952;;2009-04-02 13:04:13.653;1899-12-30 16:00:00.000;1899-12-30 23:00:00.000;30;"BLÍ       ";L;2;NULL
144;Landsmót UMFÍ 2009;KA-heimilið;2009-07-09 00:00:00.000;2009-07-11 00:00:00.000;1735;863;;2009-07-03 22:19:31.950;1899-12-30 09:00:00.000;1899-12-30 23:50:00.000;10;"BLÍ       ";L;3;NULL
145;Haustmót KA 2009;KA Heimilið;2009-11-20 00:00:00.000;2009-11-21 00:00:00.000;1735;15;Opið mót;2009-08-28 10:25:58.093;1899-12-30 08:00:00.000;1899-12-30 23:10:00.000;35;"BLÍ2009   ";G;3;NULL
147;30  ára afmælismót Eikarkvenna;Akureyri;2009-10-24 00:00:00.000;2009-10-24 00:00:00.000;1446;353;Kvennamót;2009-08-28 10:58:32.500;1899-12-30 09:00:00.000;1899-12-30 23:00:00.000;40;"BLÍ2009   ";L;3;NULL
148;Þorramót Eikar 2010;Höllin Akureyri;2010-02-05 00:00:00.000;2010-02-06 00:00:00.000;1446;353;;2009-08-28 10:58:52.530;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;35;"BLÍ       ";L;2;NULL
149;Afmælismót HK 2010;;2010-05-01 00:00:00.000;2010-05-02 00:00:00.000;691;376;Fyrir 7 flokk og uppúr;2009-08-28 11:00:18.763;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;45;"BLÍ       ";L;3;NULL
150;Stjörnumót 2009;Ásgarður;2009-10-24 00:00:00.000;2009-10-24 00:00:00.000;1021;1101;;2009-09-07 08:47:07.530;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;40;"Öld2000   ";L;2;NULL
151;Haustmót BLÍ 2009;Kópavogur;2009-09-26 00:00:00.000;2009-09-27 00:00:00.000;691;376;;2009-09-07 08:53:35.500;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;45;"Öld2000   ";L;3;NULL
152;test;test;2009-09-07 00:00:00.000;2009-09-07 00:00:00.000;3037;1233;test;2009-09-07 14:21:31.903;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;45;"BLÍ       ";G;3;NULL
153;HK trimm 2010;;2010-01-16 00:00:00.000;2010-01-17 00:00:00.000;691;376;;2009-09-09 09:05:58.217;1899-12-30 09:00:00.000;1899-12-30 23:00:00.000;45;"BLÍ       ";G;3;NULL
154;Piparkökumót Fylkis 2009;;2009-12-05 00:00:00.000;2009-12-05 00:00:00.000;1830;1219;;2009-09-09 21:42:25.310;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;40;"BLÍ       ";G;2;NULL
155;Hraðmót Fylkis 2010;Fylkishöll;2010-04-17 00:00:00.000;2010-04-17 00:00:00.000;1830;1219;;2009-09-09 21:42:57.593;1899-12-30 08:00:00.000;1899-12-30 17:00:00.000;45;"BLÍ       ";L;2;NULL
156;Íslandsmót BLÍ 2009-2010;;2009-10-03 00:00:00.000;2010-05-15 00:00:00.000;1008;952;Deildarkeppni BLÍ 2009-2010;2009-09-30 07:43:23.560;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;90;"Öld2000   ";L;5;NULL
157;Bridgestonebikarinn 2010;Fylkishöll, KA hús og Laugardalshöll;2009-11-28 00:00:00.000;2010-03-14 00:00:00.000;1008;952;;2009-09-30 07:45:50.467;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;70;"Öld2000   ";L;5;NULL
158;Brosmót Aftureldingar 2010;Varmá Mosfellsbæ;2010-01-30 00:00:00.000;2010-01-30 00:00:00.000;2455;1070;Trimmmót;2009-10-05 23:04:33.013;1899-12-30 09:15:00.000;1899-12-30 17:30:00.000;30;"BLÍ       ";L;2;NULL
159;Blakmót Snæfells 2009;Stykkishólmur;2009-11-21 00:00:00.000;2009-11-21 00:00:00.000;114;1291;;2009-10-20 22:49:15.140;1899-12-30 10:30:00.000;1899-12-30 18:00:00.000;45;"BLÍ       ";L;2;NULL
160;Kjörísmót Hamars 2010;Iða;2010-03-27 00:00:00.000;2010-03-27 00:00:00.000;1049;179;;2009-10-20 23:04:58.717;1899-12-30 08:30:00.000;1899-12-30 23:00:00.000;45;"BLÍ       ";G;2;NULL
161;Nýársmót Völsungs 2010;Íþróttahöllin Húsavík;2010-01-09 00:00:00.000;2010-01-09 00:00:00.000;1839;122;;2009-10-27 09:33:56.843;1899-12-30 09:30:00.000;1899-12-30 00:00:00.000;40;"BLÍ2009   ";L;3;NULL
162;Siglómótið 2010;Siglufjörður;2010-02-27 00:00:00.000;2010-02-27 00:00:00.000;1867;1071;;2009-11-03 08:41:23.250;1899-12-30 07:30:00.000;1899-12-30 18:00:00.000;30;"BLÍ       ";G;2;NULL
164;Bresamót 2010;Jaðarsbakki Akranesi;2010-03-06 00:00:00.000;2010-03-06 00:00:00.000;2696;2116;;2010-01-11 08:55:10.013;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;45;"BLÍ       ";U;2;NULL
165;Mosöld 2010;"Varmá ";2010-05-13 00:00:00.000;2010-05-15 00:00:00.000;2455;1070;Mosfellsbæ;2010-01-27 13:31:51.607;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;45;"BLÍ       ";L;3;NULL
166;Framhaldsskólamót 2010;Laugum, Digranesi, Smáranum;2010-02-26 00:00:00.000;2010-03-19 00:00:00.000;1008;952;;2010-02-17 23:45:01.750;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;45;"BLÍ       ";G;3;NULL
169;Grunnskólamót Akureyrar (7.-8. bekkur);KA heimilið;2010-02-28 00:00:00.000;2010-02-28 00:00:00.000;1735;678;Fyrir 7. - 8. bekk.;2010-02-21 23:49:58.903;1899-12-30 08:00:00.000;1899-12-30 14:30:00.000;30;"Öld2000   ";G;3;NULL
170;Sumarmót KA 2010;KA-heimilið;2010-04-22 00:00:00.000;2010-04-22 00:00:00.000;1735;767;Æfingamót;2010-03-31 09:18:32.420;1899-12-30 08:00:00.000;1899-12-30 18:00:00.000;30;"BLÍ       ";G;2;NULL
171;Hugins mót 2010;Seyðisfirði;2010-04-16 00:00:00.000;2010-04-17 00:00:00.000;3179;281;;2010-03-31 11:54:27.467;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;45;"BLÍ       ";L;3;NULL
172;50 ára afmælismót Stjörnunnar 2010;Ásgarður;2010-10-23 00:00:00.000;2010-10-23 00:00:00.000;1021;1101;;2010-04-27 16:29:00.810;1899-12-30 08:30:00.000;1899-12-30 23:00:00.000;40;"BLÍ       ";L;2;NULL
173;Íslandsmót BLÍ 2010-2011;;2010-10-06 00:00:00.000;2011-04-17 00:00:00.000;1008;952;;2010-08-05 22:01:20.593;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;90;"NEVZA     ";L;5;NULL
174;HK haust 2010;;2010-09-18 00:00:00.000;2010-09-19 00:00:00.000;691;2199;;2010-08-18 23:05:39.593;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;45;"BLÍ       ";U;3;NULL
175;Piparköku- og Fjallalambsmót Fylkis 2010;Fylkishöll;2010-12-11 00:00:00.000;2010-12-11 00:00:00.000;1830;1219;Aðventustemningarjólahraðmót;2010-09-01 09:45:58.140;1899-12-30 08:00:00.000;1899-12-30 15:00:00.000;40;"BLÍ       ";L;2;NULL
176;Haustmót BLÍ 2010;Akranes;2010-10-02 00:00:00.000;2010-10-03 00:00:00.000;4157;2000;;2010-09-01 09:53:57.937;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;45;"BLÍ       ";L;3;NULL
177;Kjörísmót Hamars 2011;;2011-04-16 00:00:00.000;2011-04-16 00:00:00.000;1049;179;;2010-09-26 21:08:02.420;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;35;"BLÍ       ";S;2;NULL
178;Vígslumót Rima 2010;Dalvík;2010-10-16 00:00:00.000;2010-10-16 00:00:00.000;1459;474;;2010-09-28 14:24:00.950;1899-12-30 08:00:00.000;1899-12-30 17:00:00.000;30;"BLÍ       ";L;2;NULL
179;Þorramót Eikar 2011;Íþróttahöllin Akureyri;2011-02-04 00:00:00.000;2011-02-05 00:00:00.000;1446;306;;2010-09-28 14:32:07.840;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;35;"BLÍ       ";L;2;NULL
180;Haustmót KA 2010;KA-heimilið;2010-11-12 00:00:00.000;2010-11-13 00:00:00.000;1735;15;;2010-10-01 09:00:02.250;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;35;"BLÍ       ";G;2;NULL
181;Siglómótið 2011;Siglufjörður;2011-02-25 00:00:00.000;2011-02-26 00:00:00.000;1867;2466;;2010-10-08 21:19:31.233;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;35;"BLÍ       ";L;2;NULL
182;Þorramót Aftureldingar 2011;Varmá Mosfellsbæ;2011-02-05 00:00:00.000;2011-02-05 00:00:00.000;2455;1070;Trimmmót;2010-10-09 11:10:59.467;1899-12-30 09:15:00.000;1899-12-30 17:30:00.000;35;"BLÍ       ";L;2;NULL
183;Iceland Expressmót Fylkis 2011;Fylkishöll;2011-04-09 00:00:00.000;2011-04-09 00:00:00.000;1830;1219;;2010-10-09 11:15:07.997;1899-12-30 08:30:00.000;1899-12-30 20:00:00.000;35;"BLÍ       ";L;2;NULL
184;NEVZA mót félagsliða;Digranes;2010-11-05 00:00:00.000;2010-11-07 00:00:00.000;1008;952;B riðill;2010-11-03 10:04:54.983;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;90;"NEVZA     ";L;5;NULL
185;Bridgestonebikarinn 2011;Nesk, Gbr, Laugardalshöll;2010-11-19 00:00:00.000;2011-03-20 00:00:00.000;1008;952;;2010-11-04 10:36:42.327;1899-12-30 09:00:00.000;1899-12-30 23:00:00.000;45;"NEVZA     ";L;5;NULL
186;Nýársmót Völsungs 2011;Íþróttahöllinni á Húsavík;2011-01-08 00:00:00.000;2011-01-08 00:00:00.000;1839;74;;2010-11-19 10:41:08.593;1899-12-30 09:00:00.000;1899-12-30 19:30:00.000;25;"BLÍ       ";L;2;NULL
187;HK trimm 2011;;2011-01-22 00:00:00.000;2011-01-23 00:00:00.000;691;2199;;2010-12-01 08:50:47.827;1899-12-30 08:30:00.000;1899-12-30 23:00:00.000;40;"BLÍ       ";L;2;NULL
188;Blakmót Skauta 2011;Íþróttahöllin Akureyri;2011-04-01 00:00:00.000;2011-04-02 00:00:00.000;4167;837;;2011-01-16 21:24:35.263;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;30;"BLÍ       ";L;2;NULL
189;Öld2011;Vestmannaeyjar;2011-05-05 00:00:00.000;2011-05-07 00:00:00.000;1329;16;36. Öldungamót BLÍ;2011-02-01 21:27:09.530;1899-12-30 09:00:00.000;1899-12-30 21:00:00.000;45;"BLÍ       ";G;3;NULL
190;Bresamót 2011;Jaðarsbakkar Akranesi;2011-03-12 00:00:00.000;2011-03-12 00:00:00.000;4157;2000;;2011-02-21 20:42:12.467;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;45;"BLÍ       ";L;2;NULL
191;Íslandsmót BLÍ 2011-2012;;2011-10-01 00:00:00.000;2012-04-22 00:00:00.000;1008;952;Mikasadeildin;2011-06-30 09:57:16.343;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;90;"Ítalskt   ";L;5;NULL
192;Haustmót BLÍ 2011;Austurberg;2011-09-17 00:00:00.000;2011-09-17 00:00:00.000;1008;961;;2011-09-01 10:31:40.200;1899-12-30 09:00:00.000;1899-12-30 23:00:00.000;45;"BLÍ       ";L;3;NULL
193;Haustmót KA 2011;KA-heimilið;2011-11-25 00:00:00.000;2011-11-26 00:00:00.000;1746;15;Árlegt Haustmót KA - opið öllum;2011-09-01 21:41:44.280;1899-12-30 08:00:00.000;1899-12-30 23:55:00.000;35;"BLÍ       ";L;2;NULL
194;Piparköku- og Fjallalambsmót Fylkis 2011;Fylkishöll;2011-12-10 00:00:00.000;2011-12-10 00:00:00.000;1830;1219;Tímamót með aðventukryddi;2011-09-06 21:55:22.577;1899-12-30 08:00:00.000;1899-12-30 19:00:00.000;40;"BLÍ       ";L;2;NULL
195;Þorramót Aftureldingar 2012;;2012-02-04 00:00:00.000;2012-02-04 00:00:00.000;2455;1070;;2011-09-07 22:32:28.590;1899-12-30 09:00:00.000;1899-12-30 18:00:00.000;35;"BLÍ       ";G;2;NULL
196;HK styrktarmót 2011;Fagrilundur;2011-09-24 00:00:00.000;2011-09-24 00:00:00.000;691;2140;;2011-09-12 22:45:00.827;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;45;"BLÍ       ";L;3;NULL
197;Októbermót Rima 2011;Íþróttamiðstöð Dalvíkur;2011-10-15 00:00:00.000;2011-10-15 00:00:00.000;1459;593;;2011-09-13 20:26:42.310;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;30;"BLÍ       ";G;2;NULL
198;Eikarmót 2012;Höllin Akureyri;2012-01-27 00:00:00.000;2012-01-28 00:00:00.000;1446;306;;2011-09-13 20:38:36.263;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;30;"BLÍ       ";L;2;NULL
199;Trölli 2012 (Öldungamót BLÍ);;2012-04-28 00:00:00.000;2012-04-30 00:00:00.000;1867;2466;;2011-09-19 22:17:21.043;1899-12-30 07:15:00.000;1899-12-30 23:45:00.000;45;"BLÍ       ";L;3;NULL
200;Þrettándamót Fylkis 2012;Fylkishöll;2012-01-07 00:00:00.000;2012-01-07 00:00:00.000;1830;112;;2011-09-24 12:06:34.750;1899-12-30 09:00:00.000;1899-12-30 18:00:00.000;40;"BLÍ       ";L;2;NULL
201;Hraðmót Fylkis 2012;Fylkishöll;2012-04-14 00:00:00.000;2012-04-14 00:00:00.000;1830;112;;2011-09-24 12:08:27.763;1899-12-30 08:30:00.000;1899-12-30 17:50:00.000;40;"BLÍ       ";L;2;NULL
202;Asics Bikarinn 2012;Laugardalshöllinni;2011-10-21 00:00:00.000;2012-03-18 00:00:00.000;1008;952;;2011-09-28 13:52:21.700;1899-12-30 10:00:00.000;1899-12-30 23:00:00.000;45;"Ítalskt   ";G;5;NULL
203;Nýársmót Völsungs 2012;Íþróttahöllin Húsavík;2012-01-07 00:00:00.000;2012-01-07 00:00:00.000;1839;74;;2011-09-30 19:46:46.297;1899-12-30 09:00:00.000;1899-12-30 19:00:00.000;30;"BLÍ       ";L;2;NULL
204;Snæfellsbæjarmótið 2011;;2011-11-19 00:00:00.000;2011-11-19 00:00:00.000;1174;566;NULL;2011-10-02 18:00:25.373;1900-01-01 08:00:00.000;1900-01-01 23:00:00.000;45;"BLÍ       ";F;3;NULL
205;Stjörnumótið 2011;Ásgarði;2011-11-12 00:00:00.000;2011-11-12 00:00:00.000;1021;1612;;2011-10-02 18:07:50.967;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;40;"Öld2000   ";L;2;NULL
206;Laugarvatnsleikar Laugdæla;Íþróttahúsið á Laugarvatni;2012-01-14 00:00:00.000;2012-01-14 00:00:00.000;2058;2444;Hraðmót á öldungahæðir karla og kvenna;2011-10-08 08:18:35.940;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;45;"BLÍ       ";S;2;NULL
207;Blakmót Skauta 2012;Íþróttahöllin;2012-04-13 00:00:00.000;2012-04-14 00:00:00.000;4167;837;;2011-10-14 16:25:57.143;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;35;"BLÍ       ";L;2;NULL
208;Siglómótið 2012;;2012-02-24 00:00:00.000;2012-02-25 00:00:00.000;1867;2466;;2011-10-14 16:39:39.520;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;35;"BLÍ       ";L;2;NULL
209;Kjörísmót 2012;Iðu, Selfossi;2012-04-21 00:00:00.000;2012-04-21 00:00:00.000;1049;179;"Síðasta mót fyrir öldung - mikil keyrsla, blóm og ís. ";2011-10-14 16:58:42.393;1899-12-30 08:30:00.000;1899-12-30 23:00:00.000;40;"BLÍ       ";L;2;NULL
210;"NEVZA Club Championship 2012 ";Digranes;2011-11-04 00:00:00.000;2011-11-06 00:00:00.000;1008;952;Norðurlandamót félagsliða;2011-10-24 16:53:06.813;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;45;"NEVZA     ";G;5;NULL
211;HK Trimmót 2011;;2011-01-13 00:00:00.000;2011-01-15 00:00:00.000;691;376;NULL;2011-11-19 17:53:33.360;1900-01-01 08:00:00.000;1900-01-01 23:00:00.000;45;"BLÍ       ";F;3;NULL
212;HK Trimm 2012;;2012-01-14 00:00:00.000;2012-01-15 00:00:00.000;691;2199;;2011-11-30 11:35:01.530;1899-12-30 09:15:00.000;1899-12-30 16:00:00.000;40;"BLÍ       ";L;2;NULL
213;Bresamót 2012;Jaðarsbökkum Akranesi;2012-03-03 00:00:00.000;2012-03-03 00:00:00.000;4157;2000;Hraðmót Bresa;2012-01-09 23:54:45.773;1899-12-30 08:30:00.000;1899-12-30 23:00:00.000;40;"BLÍ       ";L;2;NULL
214;UMFÍ 50+;;2012-06-08 23:00:00.000;2012-06-08 23:00:00.000;2455;1070;;2015-01-16 10:14:18.307;1899-12-30 09:10:00.000;1899-12-30 17:00:00.000;50;"BLÍ       ";L;3;NULL
215;Íslandsmót BLÍ 2012-2013;;2012-09-21 00:00:00.000;2013-04-11 00:00:00.000;1008;952;;2012-07-03 17:25:53.980;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;90;"Ítalskt   ";L;5;NULL
216;Haustmót BLÍ 2012;Fagrilundur;2012-09-15 00:00:00.000;2012-09-15 00:00:00.000;691;1514;;2012-08-28 15:42:57.897;1899-12-30 08:30:00.000;1899-12-30 16:30:00.000;40;"BLÍ       ";L;2;NULL
217;"HK Trimm 2013 ";Fagrilundur;2013-01-12 00:00:00.000;2013-01-13 00:00:00.000;691;1514;;2012-08-28 15:43:48.100;1899-12-30 08:15:00.000;1899-12-30 18:30:00.000;35;"BLÍ       ";L;2;NULL
218;Stjörnumótið 2012;Ásgarður;2012-10-13 00:00:00.000;2012-10-13 00:00:00.000;1021;1151;;2012-09-10 10:41:44.237;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;40;"BLÍ       ";L;2;NULL
219;Þorramót Aftureldingar 2013;Varmá;2013-02-02 00:00:00.000;2013-02-02 00:00:00.000;2455;2321;;2012-09-10 10:44:40.110;1899-12-30 08:30:00.000;1899-12-30 23:30:00.000;40;"BLÍ       ";L;2;NULL
220;Októbermót Rima 2012;;2012-10-20 00:00:00.000;2012-10-20 00:00:00.000;1459;732;;2012-09-11 13:04:26.267;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;30;"BLÍ       ";G;2;NULL
221;Kjörísmót 2013;Iðu, Selfossi;2013-04-13 00:00:00.000;2013-04-13 00:00:00.000;1049;177;"Upphitun fyrir öldung - mikil keyrsla, blóm og ís. ";2012-09-21 13:51:48.583;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;35;"BLÍ       ";L;2;
222;Bikarmót BLÍ 2013;Laugardalshöll;2012-10-19 00:00:00.000;2013-03-25 00:00:00.000;1008;952;Mót 1 í Mosó, Mót 2 í Neskaupstað;2012-09-24 14:35:52.853;1899-12-30 08:00:00.000;1899-12-30 23:00:00.000;45;"Ítalskt   ";L;5;NULL
